LG,TEAM,FName,LName,POS1,G, OPS , SLG , AVG , OBP ,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SB%, ERA ,GS,W,L,PCT,CG,SV, IP ,HA,RA,ER,BBA,SOA,GP,HRA,ShO, FPCT1 ,G1,GS1,TC1,INN1,PO1,A1,E1,DP1, POS2 , FPCT2 , G2 , GS2 , TC2 , INN2 , PO2 , A2 , E2 , DP2 ,Year,TEAM LG,ID,BATS,THROWS
N,ATL,Wilson,Betemit,SS,22, 0.406 , 0.170 , 0.170 , 0.235 ,47,2,8,0,0,0,3,4,16,0,1,0.0%,,,,,  ,,,,,,,,,,,, 0.943 ,18,11,53,113,14,36,3,7,,,,,,,,,,,2004,ATL N,BetemitWilson,,
N,MON,Rocky,Biddle,P ,44, -   , -   , -   , -   ,11,0,0,0,0,0,0,0,7,0,0,, 6.92 ,9,4,8, 0.333 ,0,11, 78.0 ,98,69,60,31,51,47,15,0, 1.000 ,47,9,11,78,2,9,0,0,,,,,,,,,,,2004,MON N,BiddleRocky,R,R
A,TEX,Nick,Bierbrodt,P ,1, -   , -   , -   , -   ,2,0,0,0,0,0,0,0,2,0,0,, 5.82 ,4,1,1, 0.500 ,0,0, 17.0 ,14,11,11,19,10,4,4,0, 1.000 ,4,4,5,17,1,4,0,0,,,,,,,,,,,2004,TEX A,BierbrodtNick,,
A,BAL,Larry,Bigbie,OF,139, 0.769 , 0.427 , 0.280 , 0.342 ,478,76,134,23,1,15,68,45,113,8,3,72.7%,,,,,  ,,,,,,,,,,,, 0.993 ,144,131,294,1157,289,3,2,0,,,,,,,,,,,2004,BAL A,BigbieLarry,L,L
N,HOU,Craig,Biggio,OF,156, 0.793 , 0.469 , 0.281 , 0.324 ,633,100,178,47,0,24,63,40,94,7,2,77.8%,,,,,  ,,,,,,,,,,,, 0.966 ,149,149,263,1225,250,4,9,0,,,,,,,,,,,2004,HOU N,BiggioCraig,R,R
A,SEA,Travis,Blackley,P ,,,,,,,,,,,,,,,,,, 10.04 ,6,1,3, 0.250 ,0,0, 26.0 ,35,31,29,22,16,6,9,0, 1.000 ,6,6,6,26,2,4,0,0,,,,,,,,,,,2004,SEA A,BlackleyTravis,,
A,CLE,Casey,Blake,3B,152, 0.832 , 0.486 , 0.271 , 0.347 ,587,93,159,36,3,28,88,68,139,5,8,38.5%,,,,,  ,,,,,,,,,,,, 0.940 ,160,151,435,1364,133,276,26,26,,,,,,,,,,,2004,CLE A,BlakeCasey,R,R
A,TEX,Hank,Blalock,3B,159, 0.853 , 0.500 , 0.276 , 0.353 ,624,107,172,38,3,32,110,75,149,2,2,50.0%,,,,,  ,,,,,,,,,,,, 0.957 ,159,154,399,1377,103,279,17,33,,,,,,,,,,,2004,TEX A,BlalockHank,L,R
A,KC,Andrés,Blanco,SS,19, 0.786 , 0.417 , 0.317 , 0.369 ,60,9,19,2,2,0,5,5,6,1,2,33.3%,,,,,  ,,,,,,,,,,,, 0.959 ,19,19,98,162,30,64,4,17,,,,,,,,,,,2004,KC A,BlancoAndrés,R,R
A,MIN,Henry,Blanco,C ,114, 0.624 , 0.368 , 0.206 , 0.256 ,315,36,65,19,1,10,37,21,56,0,3,0.0%,,,,,  ,,,,,,,,,,,, 0.991 ,114,95,737,872,685,45,7,7,,,,,,,,,,,2004,MIN A,BlancoHenry,L,L
A,OAK,Joe,Blanton,P ,,,,,,,,,,,,,,,,,, 5.63 ,0,0,0,,0,0, 8.0 ,6,5,5,2,6,3,1,0, 1.000 ,3,0,1,8,1,0,0,0,,,,,,,,,,,2004,OAK A,BlantonJoe,,
A,SEA,Willie,Bloomquist,3B,93, 0.613 , 0.330 , 0.245 , 0.283 ,188,27,46,10,0,2,18,10,48,13,2,86.7%,,,,,  ,,,,,,,,,,,, 0.956 ,80,55,225,497,135,80,10,28,,,,,,,,,,,2004,SEA A,BloomquistWillie,R,R
A,TB,Geoff,Blum,3B,112, 0.615 , 0.348 , 0.215 , 0.267 ,339,38,73,21,0,8,35,24,58,2,3,40.0%,,,,,  ,,,,,,,,,,,, 0.970 ,121,88,330,817,137,183,10,33,,,,,,,,,,,2004,TB A,BlumGeoff,S,R
A,SEA,Hiram,Bocachica,OF,50, 0.733 , 0.400 , 0.244 , 0.333 ,90,9,22,5,0,3,6,12,27,5,4,55.6%,,,,,  ,,,,,,,,,,,, 1.000 ,45,25,68,258,68,0,0,0,,,,,,,,,,,2004,SEA A,BocachicaHiram,R,R
N,PIT,Brian,Boehringer,P ,21, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,1,0,0,, 4.66 ,0,1,1, 0.500 ,0,0, 25.1 ,27,14,13,17,20,21,2,0, 1.000 ,21,0,3,25,0,3,0,1,,,,,,,,,,,2004,PIT N,BoehringerBrian,R,R
A,DET,Jeremy,Bonderman,P ,3, -   , -   , -   , -   ,7,0,0,0,0,0,0,0,4,0,0,, 4.89 ,32,11,13, 0.458 ,2,0, 184.0 ,168,101,100,73,168,33,24,2, 0.906 ,33,32,32,184,14,15,3,1,,,,,,,,,,,2004,DET A,BondermanJeremy,,
N,SF,Barry,Bonds,OF,147, 1.419 , 0.812 , 0.362 , 0.607 ,373,129,135,27,3,45,101,232,41,6,1,85.7%,,,,,  ,,,,,,,,,,,, 0.983 ,133,132,229,1130,214,11,4,0,,,,,,,,,,,2004,SF N,BondsBarry,L,L
A,SEA,Bret,Boone,2B,148, 0.739 , 0.423 , 0.251 , 0.316 ,593,74,149,30,0,24,83,56,135,10,5,66.7%,,,,,  ,,,,,,,,,,,, 0.978 ,148,148,644,1308,280,350,14,90,,,,,,,,,,,2004,SEA A,BooneBret,R,R
A,CHI,Joe,Borchard,OF,63, 0.584 , 0.338 , 0.174 , 0.245 ,201,26,35,4,1,9,20,19,57,1,0,100.0%,,,,,  ,,,,,,,,,,,, 0.972 ,56,52,108,465,101,4,3,0,,,,,,,,,,,2004,CHI A,BorchardJoe,,
A,SEA,Pat,Borders,C ,38, 0.566 , 0.326 , 0.232 , 0.240 ,95,9,22,6,0,1,10,1,22,3,1,75.0%,,,,,  ,,,,,,,,,,,, 0.982 ,38,31,225,258,203,18,4,4,,,,,,,,,,,2004,SEA A,BordersPat,S,R
A,BAL,Dave,Borkowski,P ,,,,,,,,,,,,,,,,,, 5.14 ,8,3,4, 0.429 ,0,0, 56.0 ,65,37,32,15,45,17,6,0, 0.600 ,17,8,5,56,1,2,2,1,,,,,,,,,,,2004,BAL A,BorkowskiDave,,
N,FLA,Toby,Borland,P ,16,,,,,0,0,0,0,0,0,0,0,0,0,0,, 5.47 ,0,1,1, 0.500 ,0,0, 18.1 ,18,11,11,12,18,18,3,0, 0.800 ,18,0,5,18,2,2,1,0,,,,,,,,,,,2004,FLA N,BorlandToby,R,R
N,CHI,Joe,Borowski,P ,22,,,,,0,0,0,0,0,0,0,0,0,0,0,, 8.10 ,0,2,4, 0.333 ,0,9, 21.1 ,27,19,19,15,17,22,3,0, 1.000 ,22,0,1,21,0,1,0,0,,,,,,,,,,,2004,CHI N,BorowskiJoe,R,R
N,NY,Ricky,Bottalico,P ,57, -   , -   , -   , -   ,2,0,0,0,0,0,0,0,0,0,0,, 3.39 ,0,3,2, 0.600 ,0,0, 69.1 ,54,30,26,34,61,60,3,0, 1.000 ,60,0,13,69,5,8,0,0,,,,,,,,,,,2004,NY N,BottalicoRicky,L,R
A,MIN,Rob,Bowen,C ,17, 0.448 , 0.222 , 0.111 , 0.226 ,27,1,3,0,0,1,2,4,10,0,0,,,,,,  ,,,,,,,,,,,, 0.985 ,15,8,67,81,65,1,1,1,,,,,,,,,,,2004,MIN A,BowenRob,,
N,PIT,Jason,Boyd,P ,12,,,,,0,0,0,0,0,0,0,0,0,0,0,, 5.54 ,0,1,0, 1.000 ,0,0, 13.0 ,13,9,8,8,12,12,4,0, 0.667 ,12,0,6,13,0,4,2,0,,,,,,,,,,,2004,PIT N,BoydJason,R,R
A,OAK,Chad,Bradford,P ,5,,,,,0,0,0,0,0,0,0,0,0,0,0,, 4.42 ,0,5,7, 0.417 ,0,1, 59.0 ,51,32,29,24,34,68,5,0, 0.900 ,68,0,20,59,5,13,2,0,,,,,,,,,,,2004,OAK A,BradfordChad,R,R
N,LA,Milton,Bradley,OF,141, 0.780 , 0.424 , 0.267 , 0.356 ,516,72,138,24,0,19,67,71,123,15,11,57.7%,,,,,  ,,,,,,,,,,,, 0.977 ,141,137,348,1188,332,8,8,1,,,,,,,,,,,2004,LA N,BradleyMilton,S,R
N,SD,Darren,Bragg,OF,47, 0.618 , 0.356 , 0.188 , 0.261 ,101,13,19,3,1,4,9,10,31,1,0,100.0%,,,,,  ,,,,,,,,,,,, 0.984 ,27,18,64,189,61,2,1,0,,,,,,,,,,,2004,SD N,BraggDarren,L,R
N,MIL,Russell,Branyan,3B,51, 0.846 , 0.525 , 0.234 , 0.320 ,158,21,37,11,1,11,27,20,68,1,0,100.0%,,,,,  ,,,,,,,,,,,, 0.964 ,46,41,138,371,42,91,5,8,,,,,,,,,,,2004,MIL N,BranyanRussell,L,R
N,NY,Craig,Brazell,1B,24, 0.697 , 0.412 , 0.265 , 0.286 ,34,3,9,2,0,1,3,1,7,0,0,,,,,,  ,,,,,,,,,,,, 0.974 ,7,3,39,35,34,4,1,1,,,,,,,,,,,2004,NY N,BrazellCraig,,
A,TB,Dewon,Brazelton,P ,1, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, 4.79 ,21,6,8, 0.429 ,0,0, 120.2 ,121,71,64,53,64,22,12,0, 1.000 ,22,21,13,120,5,8,0,1,,,,,,,,,,,2004,TB A,BrazeltonDewon,S,R
N,LA,Yhency,Brazoban,P ,31, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,1,0,0,, 2.52 ,0,6,2, 0.750 ,0,0, 32.2 ,25,9,9,15,27,31,2,0, 1.000 ,31,0,5,32,1,4,0,1,,,,,,,,,,,2004,LA N,BrazobanYhency,,
N,ARI,Juan,Brito,C ,54, 0.543 , 0.298 , 0.205 , 0.244 ,171,17,35,7,0,3,12,9,41,1,0,100.0%,,,,,  ,,,,,,,,,,,, 0.990 ,54,53,419,461,385,30,4,2,,,,,,,,,,,2004,ARI N,BritoJuan,,
A,TEX,Doug,Brocail,P ,4,,,,,0,0,0,0,0,0,0,0,0,0,0,, 4.15 ,0,4,1, 0.800 ,0,1, 52.1 ,54,29,24,20,43,43,2,0, 0.941 ,43,0,17,52,8,8,1,2,,,,,,,,,,,2004,TEX A,BrocailDoug,,
N,PIT,Frank,Brooks,P ,11, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,0,0,0,, 4.74 ,1,0,1, -   ,0,0, 17.1 ,13,10,9,9,18,11,5,0,,11,1,0,17,0,0,0,0,,,,,,,,,,,2004,PIT N,BrooksFrank,,
A,CLE,Ben,Broussard,1B,139, 0.843 , 0.488 , 0.275 , 0.355 ,418,57,115,28,5,17,82,52,95,4,2,66.7%,,,,,  ,,,,,,,,,,,, 0.994 ,133,107,1074,1019,991,77,6,108,,,,,,,,,,,2004,CLE A,BroussardBen,L,L
N,SF,Jim,Brower,P ,85, 1.167 , 0.500 , 0.500 , 0.667 ,2,1,1,0,0,0,0,1,1,0,0,, 3.29 ,0,7,7, 0.500 ,0,1, 93.0 ,90,42,34,36,63,89,6,0, 0.931 ,89,0,29,93,6,21,2,0,,,,,,,,,,,2004,SF N,BrowerJim,R,R
A,KC,Adrian,Brown,OF,5, 0.545 , 0.273 , 0.273 , 0.273 ,11,0,3,0,0,0,0,0,2,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,5,3,9,29,9,0,0,0,,,,,,,,,,,2004,KC A,BrownAdrian,S,R
A,KC,Dee,Brown,OF,59, 0.640 , 0.349 , 0.251 , 0.291 ,195,19,49,7,0,4,24,11,50,2,2,50.0%,,,,,  ,,,,,,,,,,,, 0.970 ,53,49,100,434,93,4,3,0,,,,,,,,,,,2004,KC A,BrownDee,L,R
A,BOS,Jamie,Brown,P ,,,,,,,,,,,,,,,,,, 6.25 ,0,0,0,,0,0, 7.2 ,15,7,5,4,6,4,1,0, -   ,4,0,0,7,0,0,0,0,,,,,,,,,,,2004,BOS A,BrownJamie,,
A,NY,Kevin,Brown,P ,,,,,,,,,,,,,,,,,, 4.09 ,22,10,6, 0.625 ,0,0, 132.0 ,132,65,60,35,83,22,14,0, 0.833 ,22,22,24,132,8,12,4,2,,,,,,,,,,,2004,NY A,BrownKevin,,
N,ARI,Brian,Bruney,P ,30,,,,,0,0,0,0,0,0,0,0,0,0,0,, 4.34 ,0,3,4, 0.429 ,0,0, 31.1 ,20,16,15,27,34,30,2,0, 0.833 ,30,0,6,31,2,3,1,0,,,,,,,,,,,2004,ARI N,BruneyBrian,,
N,HOU,Eric,Bruntlett,2B,45, 0.858 , 0.519 , 0.250 , 0.339 ,52,14,13,2,0,4,8,7,13,4,0,100.0%,,,,,  ,,,,,,,,,,,, 0.947 ,40,12,57,151,21,33,3,9,,,,,,,,,,,2004,HOU N,BruntlettEric,,
N,SD,Brian,Buchanan,OF,40, 0.589 , 0.317 , 0.190 , 0.271 ,63,7,12,2,0,2,6,7,20,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,21,13,21,105,21,0,0,1,, 1.000 , 1.000 , 1.000 , 9.000 , 9.000 , 8.000 , 1.000 , -   , 1.000 ,2004,SD N,BuchananBrian,,
A,KC,John,Buck,C ,71, 0.705 , 0.424 , 0.235 , 0.281 ,238,36,56,9,0,12,30,15,79,1,1,50.0%,,,,,  ,,,,,,,,,,,, 0.992 ,68,66,393,575,376,14,3,4,,,,,,,,,,,2004,KC A,BuckJohn,,
A,CHI,Mark,Buehrle,P ,2, -   , -   , -   , -   ,3,0,0,0,0,0,0,0,2,0,0,, 3.89 ,35,16,10, 0.615 ,4,0, 245.1 ,257,119,106,51,165,35,33,1, 0.944 ,35,35,71,245,16,51,4,3,,,,,,,,,,,2004,CHI A,BuehrleMark,,
A,KC,Ryan,Bukvich,P ,,,,,,,,,,,,,,,,,, 3.80 ,0,0,0,,0,1, 7.1 ,4,3,3,7,7,9,0,0, -   ,9,0,0,7,0,0,0,0,,,,,,,,,,,2004,KC A,BukvichRyan,,
N,HOU,Kirk,Bullinger,P ,26, 0.250 , -   , -   , 0.250 ,3,0,0,0,0,0,0,1,2,0,0,, 6.26 ,0,1,0, 1.000 ,0,1, 30.2 ,36,22,21,10,11,27,5,0, 1.000 ,27,0,14,30,4,10,0,0,,,,,,,,,,,2004,HOU N,BullingerKirk,,
N,FLA,Nate,Bump,P ,49, -   , -   , -   , -   ,5,0,0,0,0,0,0,0,2,0,0,, 5.04 ,2,2,4, 0.333 ,0,1, 73.2 ,86,46,41,32,44,50,7,0, 0.917 ,50,2,12,73,2,9,1,0,,,,,,,,,,,2004,FLA N,BumpNate,,
N,SF,Dave,Burba,P ,49, -   , -   , -   , -   ,4,0,0,0,0,0,0,0,1,0,0,, 4.25 ,0,4,1, 0.800 ,0,2, 76.3 ,70,40,36,26,50,51,7,0, 0.905 ,51,0,21,76,6,13,2,0,,,,,,,,,,,2004,SF N,BurbaDave,,
N,HOU,Chris,Burke,2B,17, 0.259 , 0.059 , 0.059 , 0.200 ,17,2,1,0,0,0,0,3,3,0,0,,,,,,  ,,,,,,,,,,,, 1.000 ,7,2,22,25,7,15,0,3,,,,,,,,,,,2004,HOU N,BurkeChris,,
A,CHI,Jamie,Burke,C ,57, 0.793 , 0.408 , 0.333 , 0.385 ,120,22,40,9,0,0,15,10,13,0,0,,,,,,  ,,,,,,,,,,,, 0.987 ,51,33,237,308,221,13,3,2,,,,,,,,,,,2004,CHI A,BurkeJamie,,
A,BOS,Ellis,Burks,,11, 0.523 , 0.273 , 0.182 , 0.250 ,33,6,6,0,0,1,1,3,8,2,0,100.0%,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,BOS A,BurksEllis,,
N,FLA,A.J.,Burnett,P ,18, 0.276 , 0.138 , 0.138 , 0.138 ,29,4,4,0,0,0,1,0,11,0,0,, 3.68 ,19,7,6, 0.538 ,1,0, 120.0 ,102,50,49,38,113,20,9,0, 1.000 ,20,19,28,120,10,18,0,0,,,,,,,,,,,2004,FLA N,BurnettA.J.,,
N,PIT,Sean,Burnett,P ,13, 0.080 , -   , -   , 0.080 ,23,0,0,0,0,0,0,2,6,0,0,, 5.06 ,13,5,5, 0.500 ,1,0, 71.2 ,86,41,40,28,30,13,9,1, 0.955 ,13,13,22,71,4,17,1,1,,,,,,,,,,,2004,PIT N,BurnettSean,,
N,COL,Jeromy,Burnitz,OF,150, 0.912 , 0.559 , 0.283 , 0.353 ,540,94,153,30,4,37,110,58,124,5,6,45.5%,,,,,  ,,,,,,,,,,,, 0.974 ,169,137,272,1196,255,10,7,1,,,,,,,,,,,2004,COL N,BurnitzJeromy,,
N,PHI,Pat,Burrell,OF,127, 0.822 , 0.455 , 0.257 , 0.367 ,448,66,115,17,0,24,84,78,130,2,0,100.0%,,,,,  ,,,,,,,,,,,, 0.983 ,122,121,230,1060,217,9,4,1,,,,,,,,,,,2004,PHI N,BurrellPat,,
N,SD,Sean,Burroughs,3B,130, 0.703 , 0.365 , 0.298 , 0.338 ,523,76,156,23,3,2,47,31,52,5,4,55.6%,,,,,  ,,,,,,,,,,,, 0.957 ,125,119,323,1060,100,209,14,25,,,,,,,,,,,2004,SD N,BurroughsSean,,
A,TOR,David,Bush,P ,1, -   , -   , -   , -   ,2,0,0,0,0,0,0,0,0,0,0,, 3.70 ,16,5,4, 0.556 ,1,0, 97.2 ,95,47,40,25,64,16,11,1, 1.000 ,16,16,14,97,9,5,0,0,,,,,,,,,,,2004,TOR A,BushDavid,,
A,NY,Homer,Bush,2B,9, -   , -   , -   , -   ,7,2,0,0,0,0,0,0,2,1,0,100.0%,,,,,  ,,,,,,,,,,,, 1.000 ,4,2,11,23,7,4,0,3,,,,,,,,,,,2004,NY A,BushHomer,,
N,SD,Mike,Bynum,P ,2,,,,,0,0,0,0,0,0,0,0,0,0,0,, 180.00 ,0,0,1, -   ,0,0, 0.2 ,1,4,4,3,0,2,0,0,,2,0,0,0,0,0,0,0,,,,,,,,,,,2004,SD N,BynumMike,,
N,PHI,Marlon,Byrd,OF,106, 0.595 , 0.321 , 0.228 , 0.274 ,346,48,79,13,2,5,33,22,68,2,2,50.0%,,,,,  ,,,,,,,,,,,, 0.990 ,92,86,201,753,195,4,2,1,,,,,,,,,,,2004,PHI N,ByrdMarlon,,
N,ATL,Paul,Byrd,P ,18, 0.514 , 0.200 , 0.200 , 0.314 ,30,2,6,0,0,0,4,5,7,0,0,, 3.94 ,19,8,7, 0.533 ,0,0, 114.1 ,123,57,50,19,79,19,18,0, 0.880 ,19,19,25,114,7,15,3,2,,,,,,,,,,,2004,ATL N,ByrdPaul,,
A,OAK,Eric,Byrnes,OF,143, 0.804 , 0.467 , 0.283 , 0.337 ,569,91,161,39,3,20,73,46,111,17,1,94.4%,,,,,  ,,,,,,,,,,,, 0.989 ,162,137,278,1240,264,11,3,2,,,,,,,,,,,2004,OAK A,ByrnesEric,,
A,BAL,Daniel,Cabrera,P ,3, -   , -   , -   , -   ,4,0,0,0,0,0,0,0,4,0,0,, 5.01 ,27,12,8, 0.600 ,1,1, 147.2 ,145,85,82,89,76,28,14,1, 0.938 ,28,27,16,147,9,6,1,0,,,,,,,,,,,2004,BAL A,CabreraDaniel,,
A,CLE,Fernando,Cabrera,P ,,,,,,,,,,,,,,,,,, 3.53 ,0,0,0,,0,0, 5.1 ,3,3,2,1,6,4,0,0, 1.000 ,4,0,1,5,1,0,0,0,,,,,,,,,,,2004,CLE A,CabreraFernando,,
A,SEA,Jolbert,Cabrera,OF,113, 0.686 , 0.384 , 0.270 , 0.301 ,359,38,97,19,2,6,47,16,70,10,3,76.9%,,,,,  ,,,,,,,,,,,, 0.985 ,114,90,409,816,278,125,6,40,,,,,,,,,,,2004,SEA A,CabreraJolbert,,
N,FLA,Miguel,Cabrera,OF,160, 0.878 , 0.512 , 0.294 , 0.365 ,603,101,177,31,1,33,112,68,148,5,2,71.4%,,,,,  ,,,,,,,,,,,, 0.968 ,159,158,284,1360,262,13,9,1,,,,,,,,,,,2004,FLA N,CabreraMiguel,,
A,BOS,Orlando,Cabrera,SS,161, 0.691 , 0.383 , 0.264 , 0.307 ,618,74,163,38,3,10,62,39,54,16,4,80.0%,,,,,  ,,,,,,,,,,,, 0.978 ,158,157,677,1358,225,437,15,92,,,,,,,,,,,2004,BOS A,CabreraOrlando,,
A,NY,Miguel,Cairo,2B,122, 0.742 , 0.417 , 0.292 , 0.325 ,360,48,105,17,5,6,42,18,49,11,3,78.6%,,,,,  ,,,,,,,,,,,, 0.984 ,125,103,502,932,201,293,8,60,,,,,,,,,,,2004,NY A,CairoMiguel,,
N,STL,Kiko,Calero,P ,38, -   , -   , -   , -   ,1,0,0,0,0,0,0,0,1,0,0,, 2.79 ,0,3,1, 0.750 ,0,2, 45.1 ,27,14,14,10,47,41,5,0, 1.000 ,41,0,11,45,2,9,0,0,,,,,,,,,,,2004,STL N,CaleroKiko,,
N,STL,Carmen,Cali,P ,10,,,,,0,0,0,0,0,0,0,0,0,0,0,, 8.87 ,0,0,0,,0,0, 7.1 ,13,7,7,6,8,10,1,0,,10,0,0,7,0,0,0,0,,,,,,,,,,,2004,STL N,CaliCarmen,,
A,TEX,Mickey,Callaway,P ,,,,,,,,,,,,,,,,,, 8.11 ,3,0,1, -   ,0,0, 11.1 ,18,10,10,7,9,4,2,0, 1.000 ,4,3,4,11,2,2,0,1,,,,,,,,,,,2004,TEX A,CallawayMickey,,
N,MON,Ron,Calloway,OF,46, 0.440 , 0.226 , 0.167 , 0.213 ,84,4,14,2,0,1,10,5,22,2,0,100.0%,,,,,  ,,,,,,,,,,,, 1.000 ,21,15,27,136,27,0,0,0,,,,,,,,,,,2004,MON N,CallowayRon,,
N,NY,Mike,Cameron,OF,140, 0.790 , 0.479 , 0.231 , 0.311 ,493,76,114,30,1,30,76,57,143,22,6,78.6%,,,,,  ,,,,,,,,,,,, 0.978 ,135,132,369,1184,354,7,8,2,,,,,,,,,,,2004,NY N,CameronMike,,
A,KC,Shawn,Camp,P ,1,,,,,0,0,0,0,0,0,0,0,0,0,0,, 3.94 ,0,2,2, 0.500 ,0,2, 66.2 ,74,37,29,16,51,42,10,0, 1.000 ,42,0,16,66,3,13,0,0,,,,,,,,,,,2004,KC A,CampShawn,,
A,TB,Jorge,Cantu,2B,50, 0.798 , 0.462 , 0.301 , 0.335 ,173,25,52,20,1,2,17,9,44,0,0,,,,,,  ,,,,,,,,,,,, 0.956 ,45,43,180,375,59,113,8,20,,,,,,,,,,,2004,TB A,CantuJorge,,
N,ATL,Jose,Capellan,P ,3, -   , -   , -   , -   ,2,0,0,0,0,0,0,0,1,0,0,, 11.25 ,2,0,1, -   ,0,0, 8.0 ,14,10,10,5,4,3,2,0,,3,2,0,8,0,0,0,0,,,,,,,,,,,2004,ATL N,CapellanJose,,
N,MIL,Chris,Capuano,P ,17, 0.492 , 0.267 , 0.200 , 0.226 ,30,0,6,2,0,0,2,1,10,0,0,, 5.01 ,17,6,8, 0.429 ,0,0, 88.1 ,91,55,49,37,80,17,18,0, 1.000 ,17,17,19,88,3,16,0,0,,,,,,,,,,,2004,MIL N,CapuanoChris,,
N,STL,Chris,Carpenter,P ,27, 0.176 , 0.081 , 0.081 , 0.095 ,62,1,5,0,0,0,1,1,21,0,0,, 3.46 ,28,15,5, 0.750 ,1,0, 182.0 ,169,75,70,38,152,28,24,0, 0.979 ,28,28,47,182,12,34,1,4,,,,,,,,,,,2004,STL N,CarpenterChris,,
N,LA,Giovanni,Carrara,P ,41, -   , -   , -   , -   ,2,0,0,0,0,0,0,0,1,0,0,, 2.20 ,0,5,2, 0.714 ,0,2, 53.2 ,46,15,13,20,48,42,1,0, 1.000 ,42,0,15,53,4,11,0,2,,,,,,,,,,,2004,LA N,CarraraGiovanni,,
A,KC,D.J.,Carrasco,P ,,,,,,,,,,,,,,,,,, 4.87 ,0,2,2, 0.500 ,0,0, 35.1 ,41,22,19,15,22,30,5,0, 1.000 ,30,0,13,35,7,6,0,0,,,,,,,,,,,2004,KC A,CarrascoD.J.,,
N,MON,Jamey,Carroll,3B,102, 0.752 , 0.372 , 0.289 , 0.380 ,218,36,63,14,2,0,16,32,21,5,1,83.3%,,,,,  ,,,,,,,,,,,, 0.988 ,76,51,247,487,105,139,3,37,,,,,,,,,,,2004,MON N,CarrollJamey,,
A,TB,Lance,Carter,P ,2,,,,,0,0,0,0,0,0,0,0,0,0,0,, 3.48 ,0,3,3, 0.500 ,0,0, 80.1 ,77,32,31,23,36,56,12,0, 1.000 ,56,0,12,80,4,8,0,0,,,,,,,,,,,2004,TB A,CarterLance,,
N,CIN,Sean,Casey,1B,146, 0.909 , 0.534 , 0.324 , 0.374 ,571,101,185,44,2,24,99,46,36,2,0,100.0%,,,,,  ,,,,,,,,,,,, 0.994 ,145,142,1297,1245,1233,56,8,86,,,,,,,,,,,2004,CIN N,CaseySean,,
A,TOR,Kevin,Cash,C ,60, 0.545 , 0.309 , 0.193 , 0.236 ,181,18,35,9,0,4,21,10,59,0,0,,,,,,  ,,,,,,,,,,,, 0.994 ,60,50,354,460,316,36,2,5,,,,,,,,,,,2004,TOR A,CashKevin,,
N,COL,Vinny,Castilla,3B,148, 0.865 , 0.535 , 0.271 , 0.330 ,583,93,158,43,3,35,131,51,113,0,0,,,,,,  ,,,,,,,,,,,, 0.987 ,148,147,446,1286,124,316,6,30,,,,,,,,,,,2004,COL N,CastillaVinny,,
A,KC,Alberto,Castillo,C ,29, 0.740 , 0.371 , 0.270 , 0.369 ,89,12,24,6,0,1,11,14,10,0,2,0.0%,,,,,  ,,,,,,,,,,,, 0.995 ,29,28,211,242,199,11,1,0,,,,,,,,,,,2004,KC A,CastilloAlberto,,
A,BOS,Frank,Castillo,P ,,,,,,,,,,,,,,,,,, -   ,0,0,0,,0,0, 1.0 ,1,0,0,1,0,2,0,0, -   ,2,0,0,1,0,0,0,0,,,,,,,,,,,2004,BOS A,CastilloFrank,,
N,PIT,José,Castillo,2B,129, 0.666 , 0.368 , 0.256 , 0.298 ,383,44,98,15,2,8,39,23,92,3,2,60.0%,,,,,  ,,,,,,,,,,,, 0.980 ,125,105,542,953,230,301,11,81,,,,,,,,,,,2004,PIT N,CastilloJosé,,
N,FLA,Luis,Castillo,2B,150, 0.722 , 0.348 , 0.291 , 0.374 ,564,91,164,12,7,2,47,75,68,21,4,84.0%,,,,,  ,,,,,,,,,,,, 0.991 ,148,147,687,1274,275,406,6,97,,,,,,,,,,,2004,FLA N,CastilloLuis,,
N,CIN,Juan,Castro,3B,111, 0.656 , 0.378 , 0.244 , 0.278 ,299,36,73,21,2,5,26,14,51,1,0,100.0%,,,,,  ,,,,,,,,,,,, 0.973 ,125,66,297,664,112,177,8,31,,,,,,,,,,,2004,CIN N,CastroJuan,,
N,FLA,Ramón,Castro,C ,32, 0.485 , 0.260 , 0.135 , 0.224 ,96,9,13,3,0,3,8,11,30,0,0,,,,,,  ,,,,,,,,,,,, 0.990 ,31,27,206,243,192,12,2,2,,,,,,,,,,,2004,FLA N,CastroRamón,,
A,TOR,Frank,Catalanotto,OF,75, 0.728 , 0.390 , 0.293 , 0.338 ,249,27,73,19,1,1,26,17,33,1,0,100.0%,,,,,  ,,,,,,,,,,,, 0.971 ,41,34,70,309,67,1,2,1,,,,,,,,,,,2004,TOR A,CatalanottoFrank,,
